	GSM857496	GSM857497	GSM857498	GSM857499	GSM857500
ILMN_1715672	124.4754	117.5307	118.5584	144.6121	132.8642
ILMN_1715674	1193.685	1496.867	1866.028	544.0282	327.9507
ILMN_1715680	101.814	99.66201	100.8194	721.0129	594.0923
ILMN_1715684	285.269	309.9014	553.0508	126.3988	119.0864
ILMN_1715693	226.3532	152.601	118.4567	211.0452	241.8978
ILMN_1715695	192.6498	146.3134	154.0563	109.6887	113.8212
ILMN_1715696	134.1	142.4155	119.2571	117.5141	128.0461
ILMN_1715698	107.277	100.3022	111.5745	2350.576	2324.161
ILMN_1715702	119.9658	121.8448	135.096	763.0502	609.6529
ILMN_1715703	429.3623	537.6408	563.6309	467.3653	326.6811
ILMN_1715705	420.8602	487.7573	516.3582	1192.36	953.151
ILMN_1715708	125.3602	118.2378	125.5787	137.2257	124.1997
ILMN_1715709	139.5337	128.6459	148.2377	122.3584	125.6558
ILMN_1715713	115.4628	118.2056	117.5711	118.002	119.6854
ILMN_1715715	250.5359	282.4001	280.0576	302.1403	199.6044
ILMN_1715718	129.9495	113.9172	127.2745	497.6929	366.1263
ILMN_1715742	2200.648	1878.918	1643.624	138.6877	165.5814
ILMN_1715745	120.1942	124.2565	127.6245	123.2634	120.2188
ILMN_1715747	109.4583	128.6641	113.4083	125.6832	124.3892
ILMN_1715748	728.8395	550.9583	1362.147	1527.319	1317.987
ILMN_1715753	125.1586	123.5626	115.8534	130.2635	127.1572
ILMN_1715760	206.5008	179.4096	135.5374	107.9501	110.6345
ILMN_1715771	119.8525	140.0053	138.6012	123.679	110.9081
ILMN_1715788	113.1955	111.7236	119.4053	114.6332	133.4123
ILMN_1715789	235.5769	211.8313	202.3909	227.7647	318.3156
ILMN_1715797	117.668	128.6685	119.945	130.2155	115.7007
ILMN_1715802	124.1433	117.2598	115.4184	129.2008	151.9336
ILMN_1715804	814.3065	853.6569	751.3112	237.9826	307.1608
ILMN_1715809	116.2225	127.411	117.0984	207.048	193.5364
ILMN_1715814	123.8781	129.0743	124.11	283.1337	361.0887
ILMN_1715815	139.6563	133.812	132.5322	139.0621	143.1889
ILMN_1715823	172.2465	164.8063	124.2408	146.8473	151.1805
ILMN_1715832	2025.796	3201.779	2790.484	192.5365	237.438
ILMN_1715838	129.5617	117.9989	129.6693	119.6826	129.3697
ILMN_1715849	126.5083	124.5794	122.0226	119.8883	127.7737
ILMN_1715850	185.055	191.8621	150.0704	111.971	116.1575
ILMN_1715863	140.576	118.1337	127.659	112.974	135.6464
ILMN_1715864	2172.058	2109.205	2182.803	150.8292	183.2993
ILMN_1715879	141.9148	114.4739	145.1428	153.485	122.22
ILMN_1715885	127.9628	146.4019	115.8789	133.1974	127.2046
ILMN_1715886	882.1854	874.9345	551.6536	750.5043	803.5387
ILMN_1715896	574.9007	627.9591	591.4364	776.6885	505.1981
ILMN_1715901	121.2454	169.0045	137.5069	120.7628	152.7083
ILMN_1715902	123.7872	130.1022	123.1912	121.1743	161.9794
ILMN_1715905	453.7979	367.009	245.1297	312.7681	344.3666
ILMN_1715907	121.5023	124.8829	121.2062	113.2493	117.3249
ILMN_1715908	676.7253	607.1873	298.0182	740.3998	364.6446
ILMN_1715923	131.9503	117.0923	120.1734	124.6438	116.0539
ILMN_1715926	131.5953	124.5616	111.3836	31171.97	30122.88
ILMN_1715927	157.8287	151.1228	126.8101	150.1208	163.7397
ILMN_1715928	114.5498	119.172	122.6039	111.4617	109.2978
ILMN_1715930	115.0022	131.3691	131.2941	117.5997	118.7046
ILMN_1715931	172.7461	160.9417	130.0441	428.7639	396.146
ILMN_1715947	132.9354	129.1041	145.3001	8383.104	11608.84
ILMN_1715963	171.216	237.4675	143.5758	199.7271	212.002
ILMN_1715968	111.6535	117.6172	115.0824	556.4226	625.4804
ILMN_1715969	189.2977	165.3474	145.2532	357.7821	456.4106
ILMN_1715972	136.8972	127.3818	136.7238	139.1813	130.4682
ILMN_1715977	126.231	115.7804	110.2122	113.8311	108.2934
ILMN_1715984	126.5356	127.813	113.9962	113.8008	112.4532
ILMN_1715988	156.4643	140.7393	126.4066	146.5047	138.9727
ILMN_1715991	145.1206	139.7305	136.7666	138.9765	119.6074
ILMN_1715994	1431.297	1753.999	1993.41	2104.382	1886.456
ILMN_1716004	2508.897	1670.439	1054.261	358.6654	396.0777
ILMN_1716006	266.1375	305.4114	188.8469	253.1635	346.9181
ILMN_1716014	121.312	144.2272	139.5314	4582.194	2866.734
ILMN_1716019	266.7128	247.3574	300.9693	402.5541	397.135
ILMN_1716026	721.1679	526.8702	717.7682	1029.163	753.0948
ILMN_1716041	117.1648	124.0423	116.5833	115.4703	124.7716
ILMN_1716053	2421.822	2366.221	2875.339	2640.701	2373.249
ILMN_1716056	577.049	385.3593	294.2675	634.5016	467.6239
ILMN_1716057	134.6718	147.2973	147.0641	172.2144	188.4823
ILMN_1716060	130.1486	134.5166	125.2049	141.2771	152.3586
ILMN_1716061	111.4137	129.3626	146.8644	117.8318	108.4845
ILMN_1716062	117.073	134.4596	127.3015	118.2264	108.4923
ILMN_1716068	108.3553	108.2534	118.9533	111.757	112.7399
ILMN_1716070	117.8504	119.4074	106.3023	119.7941	102.2154
ILMN_1716071	240.3997	205.1366	165.413	195.0105	260.3394
ILMN_1716072	136.4104	154.9158	133.6265	128.5668	125.1459
ILMN_1716080	553.5281	510.8719	349.4343	387.8334	554.3836
ILMN_1716086	121.3322	105.6756	109.9229	283.9447	261.9888
ILMN_1716089	123.7107	129.7417	125.5806	344.4801	354.2599
ILMN_1716093	146.9041	151.5287	126.0588	1300.377	1378.356
ILMN_1716105	114.9217	114.6446	106.1724	143.4871	116.9901
ILMN_1716109	133.2181	144.2612	132.231	113.2854	110.5444
ILMN_1716136	119.3078	102.5079	100.9393	95.79907	111.0294
ILMN_1716149	119.3807	127.0027	115.5281	137.9254	128.277
ILMN_1716153	124.6699	123.9158	117.3987	142.0199	150.5108
ILMN_1716154	121.0497	120.8099	111.9342	113.4327	109.7327
ILMN_1716157	738.1923	755.8679	833.0952	531.7894	552.1583
ILMN_1716176	124.9932	115.0616	113.4693	137.4487	123.1081
ILMN_1716182	126.082	137.3249	154.2665	140.2963	123.2851
ILMN_1716187	140.2722	130.1271	141.4626	143.5707	117.0707
ILMN_1716195	154.4262	170.4145	152.8231	141.9795	137.5963
ILMN_1716200	124.5457	129.2231	121.8164	125.0648	156.7248
ILMN_1716218	120.6191	131.7803	122.076	112.7549	118.1825
ILMN_1716224	361.6735	368.2077	516.671	116.8829	133.4578
ILMN_1716231	130.6062	118.7582	132.8667	122.4932	123.0192
ILMN_1716234	125.6862	137.3878	129.1021	127.0528	120.7482
ILMN_1716236	556.0616	500.2552	676.0524	171.43	155.6489
ILMN_1716237	385.305	367.2914	432.1648	531.7105	548.0984
ILMN_1716238	108.2776	126.63	131.8846	110.4575	116.3739
ILMN_1716246	253.3976	213.3859	206.9746	699.1285	1228.138
ILMN_1716247	132.8831	124.4135	127.2804	127.672	129.3496
ILMN_1716249	135.6586	123.5483	123.6182	129.5159	131.1283
ILMN_1716259	831.3152	815.1953	523.5814	164.4453	137.5568
ILMN_1716264	136.3556	185.4306	288.6178	389.1391	469.6014
ILMN_1716265	3346.069	4045.529	3871.637	231.7455	257.9362
ILMN_1716266	11584.91	12268.66	9728.729	130.3035	120.7266
ILMN_1716272	193.6036	137.1231	136.8302	255.3426	246.1168
ILMN_1716275	137.5701	152.9766	166.7154	164.5173	162.4353
ILMN_1716276	122.0977	133.5562	144.8602	119.1632	144.9836
ILMN_1716278	108.8093	129.6105	119.2717	135.0261	136.1266
ILMN_1716279	217.1526	280.6659	308.4774	411.974	509.5116
ILMN_1716298	122.7901	116.4503	121.2975	142.8662	126.6725
ILMN_1716300	98.05762	115.6244	112.5302	121.9665	113.7867
ILMN_1716309	138.7678	139.6153	129.7209	127.5374	125.0513
ILMN_1716335	135.2266	127.0152	128.4121	135.2635	119.5335
ILMN_1716336	301.2717	286.0747	192.1791	226.9182	372.9783
ILMN_1716342	125.7081	115.344	124.6784	115.3244	121.7962
ILMN_1716349	123.6498	118.5847	133.1851	128.3129	145.6572
ILMN_1716353	121.9522	116.7748	123.9868	134.9801	152.931
ILMN_1716357	139.6418	134.3503	137.5546	118.4857	121.6809
ILMN_1716359	425.9142	439.0394	785.8071	206.5628	175.7776
ILMN_1716362	429.6242	540.2364	546.3182	123.759	133.181
ILMN_1716367	159.9927	119.8971	121.2966	100.7174	117.4724
ILMN_1716368	157.9506	130.9593	146.3098	135.216	143.3914
ILMN_1716370	139.7686	133.1403	133.2245	121.0121	111.5379
ILMN_1716374	99.66201	96.50033	103.8521	126.7865	121.5988
ILMN_1716377	110.2868	128.8438	113.7116	103.9896	107.4543
ILMN_1716382	115.6728	121.7896	112.3182	770.0173	848.398
ILMN_1716384	335.7712	287.9126	181.0579	239.0695	294.1129
ILMN_1716397	221.2915	234.3959	184.8428	170.2373	169.3727
ILMN_1716400	390.2055	513.9388	650.6919	693.1747	473.1563
ILMN_1716407	115.0315	114.0017	123.5671	287.508	395.3338
ILMN_1716421	106.9507	114.6534	107.9501	120.3987	113.5347
ILMN_1716424	148.4718	129.5114	133.8546	128.9603	119.2031
ILMN_1716426	113.7543	107.1833	110.2999	159.9095	178.8331
ILMN_1716431	177.1651	223.1236	167.4731	120.8834	121.5112
ILMN_1716434	114.7097	120.3946	121.769	132.1438	133.7568
ILMN_1716435	147.7578	149.758	160.458	115.9689	138.0453
ILMN_1716441	262.2758	269.5519	168.486	216.8799	183.7399
ILMN_1716445	173.4184	154.439	136.2965	3173.922	2768.483
ILMN_1716446	140.9439	133.7896	121.564	123.9859	122.2351
ILMN_1716448	153.1976	163.7146	121.312	127.8682	120.5374
ILMN_1716461	172.125	167.5228	159.3193	125.8946	134.3679
ILMN_1716465	125.6346	124.6642	125.5622	208.5358	150.2988
ILMN_1716468	116.0444	129.266	127.6296	171.0709	162.5655
ILMN_1716469	127.5062	121.6477	119.0288	121.7914	122.1113
ILMN_1716471	121.2258	132.7392	141.7184	127.4138	125.4766
ILMN_1716480	933.5328	1038.35	1251.115	1196.783	823.1525
ILMN_1716488	113.1159	130.475	120.4538	322.5981	324.6109
ILMN_1716492	127.861	122.6953	136.5577	139.6393	131.2836
ILMN_1716498	146.8062	117.8874	123.551	144.7411	129.7758
ILMN_1716507	158.1654	184.9934	149.3691	126.8469	124.3862
ILMN_1716512	175.5795	157.4288	143.6109	107.5183	122.683
ILMN_1716517	139.6583	128.7211	145.7913	127.2814	135.8019
ILMN_1716524	242.8748	182.9226	203.1827	1853.855	2756.337
ILMN_1716526	136.8722	131.5443	124.8736	115.5562	112.3756
ILMN_1716533	123.2136	137.0613	155.7313	141.9248	120.3341
ILMN_1716546	141.8686	128.8753	114.4869	129.9785	124.6334
ILMN_1716547	32950.9	28604.99	29124.37	1094.15	802.1866
ILMN_1716552	314.0986	295.4382	429.6242	317.5953	247.262
ILMN_1716553	272.287	272.2336	202.7491	150.6165	195.5244
ILMN_1716555	129.9945	129.4833	124.1759	140.7707	152.2997
ILMN_1716563	204.2841	143.7004	139.1385	128.3165	119.9226
ILMN_1716564	877.1824	1000.201	909.3586	134.8943	166.3022
ILMN_1716578	126.7425	139.0064	121.7699	125.2319	131.796
ILMN_1716579	126.5933	122.1415	124.7885	125.1146	112.7889
ILMN_1716583	188.7668	194.8065	332.5794	492.7798	503.1461
ILMN_1716591	200.9548	204.8614	192.6151	317.1173	297.5291
ILMN_1716592	130.7569	112.7171	130.331	123.7495	131.1635
ILMN_1716596	149.1715	185.5177	182.5257	392.1115	468.7935
ILMN_1716601	137.1601	122.8472	150.5108	136.7323	130.0768
ILMN_1716608	1700.784	1171.942	834.3163	212.8353	175.8178
ILMN_1716616	159.7316	155.4086	143.594	201.1459	171.9839
ILMN_1716639	129.4744	115.8292	117.7828	111.5287	109.2821
ILMN_1716649	113.806	125.5504	114.4048	132.1755	129.473
ILMN_1716651	135.2494	128.603	144.0064	109.6225	100.9162
ILMN_1716652	143.6189	139.3085	164.4453	131.5468	124.6757
ILMN_1716655	126.5671	129.2991	122.1423	111.2729	123.0135
ILMN_1716658	126.7508	123.0873	130.9223	156.2505	159.3045
ILMN_1716670	126.0639	133.7553	140.5557	113.6998	148.33
ILMN_1716674	122.9192	138.152	122.271	119.3705	105.9912
ILMN_1716676	120.845	125.2511	120.0556	130.7511	125.763
ILMN_1716678	713.767	597.2037	539.7968	8052.183	6762.289
ILMN_1716679	133.2454	119.484	117.4221	118.6477	122.616
ILMN_1716680	142.6353	138.2373	146.303	142.6486	132.2794
ILMN_1716682	223.8959	212.9921	195.4727	155.6187	137.5687
ILMN_1716687	179.1408	177.8617	130.9113	6784.114	6711.039
ILMN_1716693	115.6682	124.6276	139.6521	133.1346	121.5463
ILMN_1716704	131.7862	123.2622	127.8029	118.8393	122.2131
ILMN_1716717	129.6761	109.5475	120.0022	123.2613	135.8624
ILMN_1716719	115.4087	116.2177	121.3872	114.2958	129.3144
ILMN_1716724	141.8258	106.8313	120.2021	118.0801	141.1561
ILMN_1716728	225.2195	233.7653	251.3998	226.2926	244.4641
ILMN_1716729	115.5588	128.1474	112.1154	127.1665	115.4062
ILMN_1716730	3549.219	3748.113	2758	3093.036	3433.464
ILMN_1716733	124.3362	114.7097	116.47	200.9919	212.4323
ILMN_1716734	143.7325	133.4962	127.8975	134.5687	131.7018
ILMN_1716736	141.8711	160.4436	127.8039	128.556	119.4301
ILMN_1716754	117.2817	100.6292	112.7082	112.5333	108.6787
ILMN_1716758	2800.492	3109.097	3137.34	255.3732	177.2887
ILMN_1716766	694.9838	766.0923	495.8156	535.0425	867.782
ILMN_1716770	140.6968	121.0345	136.6281	125.2395	130.4396
ILMN_1716790	157.3258	141.3184	136.2357	135.1787	132.6336
ILMN_1716797	139.4235	136.9086	135.0825	145.9665	134.3137
ILMN_1716803	1536.628	1925.457	2910.19	130.6861	126.0415
ILMN_1716814	8108.603	7367.858	4138.068	137.9529	133.1785
ILMN_1716815	173.386	171.9603	222.6794	140.3703	143.4628
ILMN_1716816	150.8383	142.2606	141.5582	1069.058	1539.044
ILMN_1716821	525.9242	429.0992	500.545	483.8809	389.1391
ILMN_1716822	133.1306	125.5787	130.9348	116.4388	133.9845
ILMN_1716827	177.7032	228.6615	210.088	113.6703	131.804
ILMN_1716832	122.712	124.1246	134.414	133.9047	130.4637
ILMN_1716838	831.8674	900.2704	1410.138	918.9258	697.1747
ILMN_1716843	130.3895	111.4186	123.2807	134.4776	144.3605
ILMN_1716857	138.9064	149.666	136.7027	113.5608	140.4744
ILMN_1716859	107.4006	119.3367	144.463	125.4814	125.8778
ILMN_1716862	173.7335	243.3085	197.606	699.6024	766.2759
ILMN_1716866	112.5039	117.4678	111.9372	110.5382	111.4274
ILMN_1716869	121.5103	131.3348	152.6606	179.0168	185.0807
ILMN_1716872	200.517	186.0067	219.2933	137.2615	118.7807
ILMN_1716875	159.1188	109.6814	120.7301	120.1798	128.6426
ILMN_1716876	231.2111	277.7722	308.0627	607.1873	429.5389
ILMN_1716895	1691.447	1838.818	1271.576	6307.611	5522.594
ILMN_1716905	130.9932	127.4592	125.6425	124.6634	113.4607
ILMN_1716907	395.6048	377.9237	684.2943	503.234	473.0591
ILMN_1716909	112.1846	118.8535	117.6364	126.757	117.1138
ILMN_1716913	317.1738	324.9404	391.4408	1541.66	1597.017
ILMN_1716922	949.0702	1050.643	1157.081	1083.509	974.0085
ILMN_1716924	121.9881	129.6704	117.7585	133.1167	133.9284
ILMN_1716925	131.3667	129.7468	160.8055	129.2709	129.5114
ILMN_1716935	197.5523	139.6084	183.1591	132.707	140.512
ILMN_1716952	132.3606	115.5268	102.9341	111.4086	110.83
ILMN_1716957	209.3465	205.8971	352.8186	251.6712	198.6039
ILMN_1716960	142.3816	117.5942	112.3343	147.4193	134.1225
ILMN_1716963	124.919	130.3518	114.7243	133.4906	136.415
ILMN_1716967	124.6393	132.805	132.1293	113.2301	119.155
ILMN_1716969	120.6172	123.993	119.9195	113.4341	121.4819
ILMN_1716973	111.8194	130	112.4067	325.9664	272.3593
ILMN_1716979	221.6283	246.3533	287.8381	220.0278	221.5142
ILMN_1716983	109.5636	148.7403	130.0664	113.9584	117.2452
ILMN_1716988	110.0196	123.431	110.7674	508.789	1020.04
ILMN_1716991	121.8208	119.6442	129.643	128.5413	125.7665
ILMN_1716999	106.2373	92.67519	110.0079	112.802	121.6467
ILMN_1717010	161.8911	140.7135	121.809	119.4584	138.9555
ILMN_1717012	141.7633	142.1549	134.0593	130.6652	122.7857
ILMN_1717013	117.0378	136.1877	152.7808	129.0434	150.5487
ILMN_1717016	280.4542	288.5423	283.362	136.5926	123.6845
ILMN_1717018	661.4275	685.6498	555.9638	121.0544	123.5444
ILMN_1717025	135.7909	107.5578	127.3357	133.0785	129.6171
ILMN_1717029	130.9664	129.6534	144.4988	121.5033	133.6024
ILMN_1717035	127.7398	128.7723	124.0852	139.5359	126.0484
ILMN_1717046	375.7787	265.9647	221.2133	227.601	297.2786
ILMN_1717049	219.0119	194.5523	154.8933	154.6819	152.8639
ILMN_1717052	124.9623	106.9836	114.1105	721.8906	544.0282
ILMN_1717056	190.8472	177.4012	183.2732	624.2957	977.5488
ILMN_1717059	117.7149	128.6649	129.4137	130.9488	128.2719
ILMN_1717060	131.281	145.7444	130.5174	121.7923	116.8861
ILMN_1717063	187.9328	226.6973	176.507	225.1759	163.0736
ILMN_1717064	123.632	109.5869	113.1773	163.6687	133.5396
ILMN_1717078	134.3769	131.0404	116.7993	123.8919	129.2156
ILMN_1717093	119.2311	120.4456	129.5396	125.8641	135.7975
ILMN_1717094	241.0507	254.0852	259.681	518.6388	504.435
ILMN_1717099	881.9189	909.6791	689.4036	688.9602	982.6988
ILMN_1717101	130.1867	130.3263	115.2511	140.7522	148.2216
ILMN_1717119	982.9687	780.5389	354.3601	141.4626	147.8926
ILMN_1717123	387.5183	445.3544	388.6337	120.7734	129.0689
ILMN_1717125	111.2139	105.686	102.8492	142.6428	121.2249
ILMN_1717127	1413.727	1662.903	2062.019	116.1867	104.6354
ILMN_1717129	713.9407	584.3776	563.8914	156.7558	130.2155
ILMN_1717138	183.5251	190.9082	192.268	206.8578	216.51
ILMN_1717154	526.0022	515.7427	323.9373	383.7272	434.5469
ILMN_1717156	118.1271	127.3284	123.2006	117.4399	131.6938
ILMN_1717163	119.6589	111.6078	111.6367	119.4221	150.6296
ILMN_1717165	109.2062	110.4904	107.3815	987.0585	827.1165
ILMN_1717168	126.3213	122.9192	121.1238	113.6049	117.0944
ILMN_1717173	338.2519	286.7858	348.5881	340.7589	312.3117
ILMN_1717180	208.7166	210.9613	237.2611	131.4925	152.3106
ILMN_1717184	132.2459	118.8949	143.9735	145.8542	145.2296
ILMN_1717195	106.7948	109.5064	108.6085	781.7311	925.0773
ILMN_1717197	132.1978	129.0962	121.4819	131.6167	133.0746
ILMN_1717205	132.6133	136.4235	128.3582	124.4824	109.4369
ILMN_1717207	305.4114	323.7047	256.6659	437.1305	512.9689
ILMN_1717219	1100.755	1100.076	706.1547	916.4668	992.0518
ILMN_1717229	306.122	303.921	221.1635	231.799	228.8332
ILMN_1717232	144.0302	114.1173	103.3462	125.0764	112.2271
ILMN_1717234	141.3531	137.8226	137.5321	121.0712	123.6616
ILMN_1717248	122.4613	124.3842	137.7413	123.7833	122.1452
ILMN_1717252	135.553	126.6087	127.6325	128.9142	122.7181
ILMN_1717261	266.8914	218.0376	201.8665	617.3011	470.5518
ILMN_1717262	122.6205	142.2578	119.0566	400.1644	311.988
ILMN_1717264	103.7451	130.6474	126.8384	124.2454	121.0415
ILMN_1717265	244.571	288.8148	346.206	265.3571	231.2365
ILMN_1717278	126.8003	134.4787	127.2874	124.6529	113.5371
ILMN_1717294	104.5303	110.1933	111.6329	136.3972	136.441
ILMN_1717295	121.1906	158.793	138.0145	121.3606	124.7167
ILMN_1717299	116.4054	118.6587	124.5884	121.5757	130.7259
ILMN_1717313	341.5445	251.0459	411.6783	286.6263	234.5224
ILMN_1717324	178.0896	186.9934	208.6784	193.2532	190.2659
ILMN_1717326	1163.283	1071.197	1454.428	372.4163	292.3152
ILMN_1717327	120.5265	128.4563	129.6205	129.0743	132.0844
ILMN_1717334	1830.659	2409.752	3227.043	118.4839	131.1427
ILMN_1717337	181.8055	164.3896	126.222	580.2424	668.9324
ILMN_1717357	388.6938	349.482	285.8259	329.0159	368.2077
ILMN_1717366	1132.748	890.0486	952.3554	136.0012	170.6075
ILMN_1717371	114.4569	111.6647	116.597	119.7878	106.899
ILMN_1717377	111.6949	108.9161	117.2618	121.1564	112.9678
ILMN_1717381	115.4376	110.5701	136.2922	114.7733	116.8852
ILMN_1717393	211.0452	186.4581	120.1857	133.0418	123.5425
ILMN_1717403	296.7746	259.3813	304.9021	302.3633	324.0793
ILMN_1717406	132.6593	126.6848	141.4483	123.7342	128.7375
ILMN_1717420	131.7298	131.7437	118.119	204.1085	204.7323
ILMN_1717423	126.1798	126.4123	127.0121	117.6623	119.7996
ILMN_1717434	145.635	136.263	199.192	181.0579	191.0499
ILMN_1717453	120.0585	129.6932	122.7181	130.2485	133.4054
ILMN_1717461	1049.031	731.3976	757.5101	117.2947	138.3498
ILMN_1717462	1138.626	1438.685	738.7132	121.6568	128.9405
ILMN_1717466	121.8578	141.4092	127.1674	126.6598	142.6068
ILMN_1717468	133.4906	113.9917	143.0787	123.7621	135.9979
ILMN_1717477	122.9331	124.2454	132.2897	125.865	147.9307
ILMN_1717478	126.1331	128.9093	117.4064	133.0853	119.0687
ILMN_1717482	129.3423	130.8303	114.5421	129.8857	128.257
ILMN_1717485	117.0561	125.4954	123.9985	134.8012	139.2526
ILMN_1717490	8522.012	6333.233	5021.263	1989.02	1847.55
ILMN_1717492	121.0462	125.3875	135.099	142.0738	119.2479
ILMN_1717494	332.0391	395.4627	613.0216	114.7256	132.707
ILMN_1717519	341.75	445.9628	431.8575	156.4581	180.5768
ILMN_1717524	121.4012	114.3207	110.2144	217.9912	255.2152
ILMN_1717541	162.5079	150.7867	142.2416	152.209	206.5172
ILMN_1717554	125.8899	127.5973	111.3534	133.1386	154.5337
ILMN_1717557	1748.959	1397.239	356.713	110.4475	106.5336
ILMN_1717565	1099.063	975.8878	345.6949	120.7744	109.8819
ILMN_1717572	131.3951	138.7796	153.9402	123.2118	126.4213
ILMN_1717579	133.327	127.1297	127.672	133.521	122.923
ILMN_1717593	133.475	147.4054	131.9073	121.0497	126.7004
ILMN_1717594	145.2738	139.2695	136.229	124.369	147.4767
ILMN_1717599	129.003	117.9302	124.0843	121.2821	121.6506
ILMN_1717636	153.6638	217.4798	280.0223	1347.225	1358.498
ILMN_1717639	1620.982	1304.046	1578.019	158.1797	161.0349
ILMN_1717644	126.6255	128.8656	126.0019	176.4687	181.6572
ILMN_1717674	582.1082	818.8162	952.8939	2703.239	2590.164
ILMN_1717677	223.1819	181.7032	232.3708	364.2383	374.1471
ILMN_1717690	135.7036	147.0838	151.519	408.9657	333.1683
ILMN_1717695	114.1105	148.6833	123.8052	124.2911	128.8062
ILMN_1717702	116.2213	117.2086	117.6469	216.8989	166.2458
ILMN_1717706	217.7188	266.3352	202.6241	157.3893	210.4043
ILMN_1717707	428.5919	386.5682	467.9853	231.9681	247.2941
ILMN_1717710	122.8126	116.0568	114.1405	142.4336	123.9992
ILMN_1717714	130.9076	141.526	120.4087	139.923	136.3429
ILMN_1717717	145.6287	162.4805	148.6672	152.6973	139.8028
ILMN_1717722	125.8787	123.771	121.2167	118.4026	127.6742
ILMN_1717726	119.8113	110.2585	117.5985	140.534	123.5266
ILMN_1717727	138.0432	131.6509	147.2184	155.3721	122.9669
ILMN_1717733	126.6517	146.6404	151.8123	130.7487	149.6192
ILMN_1717737	136.5666	121.9263	124.3372	113.174	117.4614
ILMN_1717745	838.9384	968.4315	836.1544	319.8748	337.6985
ILMN_1717757	112.2258	113.6035	115.7881	115.9927	107.394
ILMN_1717765	184.2003	131.2799	113.2374	378.9508	535.7141
ILMN_1717767	131.0075	123.0568	136.3055	118.9087	131.3748
ILMN_1717770	120.9455	123.5266	127.7505	131.843	134.7038
ILMN_1717780	120.5949	112.6344	118.6737	122.8344	107.8661
ILMN_1717781	107.0712	107.0499	105.3912	224.2608	172.3546
ILMN_1717783	106.314	112.7858	106.2615	113.3192	105.8449
ILMN_1717793	341.9594	259.2407	460.8385	251.2401	141.1432
ILMN_1717794	316.9352	238.521	271.1811	136.3843	137.3839
